OrderNumber,QuantityOrdered,UnitPrice ,OrderLineNumber ,TotalSaleValue,OrderDate,Status,QuarterID,Month,Year,ProductLine,TotalCost,ProductCode,CustomerName,Phone,AddressLine1,AddressLine2,City,State,PostalCode,Country,Territory,ContactLastName,ContactFirstName,DealSize
10165,46,$100.00,15,"$4,600.00",22-10-2003,Shipped,4,10,2003,Trucks and Buses,"$3,680.00",S18_2319,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10175,48,$100.00,4,"$4,800.00",06-11-2003,Shipped,4,11,2003,Trucks and Buses,"$3,840.00",S18_2319,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10184,46,$100.00,9,"$4,600.00",14-11-2003,Shipped,4,11,2003,Trucks and Buses,"$3,680.00",S18_2319,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium
10195,35,$100.00,9,"$3,500.00",25-11-2003,Shipped,4,11,2003,Trucks and Buses,"$2,800.00",S18_2319,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Medium
10207,43,$100.00,10,"$4,300.00",09-12-2003,Shipped,4,12,2003,Trucks and Buses,"$3,440.00",S18_2319,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10229,26,$100.00,4,"$2,600.00",11-03-2004,Shipped,1,3,2004,Trucks and Buses,"$2,080.00",S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10246,22,$98.18,8,"$2,159.96",05-05-2004,Shipped,2,5,2004,Trucks and Buses,"$1,727.97",S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10259,34,$99.41,7,"$3,379.94",15-06-2004,Shipped,2,6,2004,Trucks and Buses,"$2,703.95",S18_2319,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10271,50,$100.00,8,"$5,000.00",20-07-2004,Shipped,3,7,2004,Trucks and Buses,"$4,000.00",S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10281,48,$100.00,4,"$4,800.00",19-08-2004,Shipped,3,8,2004,Trucks and Buses,"$3,840.00",S18_2319,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10292,41,$100.00,11,"$4,100.00",08-09-2004,Shipped,3,9,2004,Trucks and Buses,"$3,280.00",S18_2319,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10305,36,$100.00,8,"$3,600.00",13-10-2004,Shipped,4,10,2004,Trucks and Buses,"$2,880.00",S18_2319,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10313,29,$100.00,2,"$2,900.00",22-10-2004,Shipped,4,10,2004,Trucks and Buses,"$2,320.00",S18_2319,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium
10324,33,$37.48,10,"$1,236.84",05-11-2004,Shipped,4,11,2004,Trucks and Buses,$989.47,S18_2319,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small
10334,46,$100.00,6,"$4,600.00",19-11-2004,On Hold,4,11,2004,Trucks and Buses,"$3,680.00",S18_2319,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10349,38,$100.00,7,"$3,800.00",01-12-2004,Shipped,4,12,2004,Trucks and Buses,"$3,040.00",S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10358,20,$36.42,11,$728.40,10-12-2004,Shipped,4,12,2004,Trucks and Buses,$582.72,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10370,22,$100.00,5,"$2,200.00",20-01-2005,Shipped,1,1,2005,Trucks and Buses,"$1,716.00",S18_2319,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10383,27,$100.00,11,"$2,700.00",22-02-2005,Shipped,1,2,2005,Trucks and Buses,"$2,106.00",S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10412,56,$98.18,8,"$5,498.08",03-05-2005,Shipped,2,5,2005,Trucks and Buses,"$4,288.50",S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10425,38,$99.41,7,"$3,777.58",31-05-2005,In Process,2,5,2005,Trucks and Buses,"$2,946.51",S18_2319,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10101,25,$100.00,4,"$2,500.00",09-01-2003,Shipped,1,1,2003,Vintage Cars,"$2,125.00",S18_2325,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10110,33,$100.00,4,"$3,300.00",18-03-2003,Shipped,1,3,2003,Vintage Cars,"$2,805.00",S18_2325,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10124,42,$100.00,3,"$4,200.00",21-05-2003,Shipped,2,5,2003,Vintage Cars,"$3,570.00",S18_2325,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Medium
10149,33,$100.00,8,"$3,300.00",12-09-2003,Shipped,3,9,2003,Vintage Cars,"$2,805.00",S18_2325,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10162,38,$100.00,6,"$3,800.00",18-10-2003,Shipped,4,10,2003,Vintage Cars,"$3,230.00",S18_2325,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10173,31,$100.00,10,"$3,100.00",05-11-2003,Shipped,4,11,2003,Vintage Cars,"$2,635.00",S18_2325,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10182,20,$100.00,7,"$2,000.00",12-11-2003,Shipped,4,11,2003,Vintage Cars,"$1,700.00",S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10193,44,$100.00,11,"$4,400.00",21-11-2003,Shipped,4,11,2003,Vintage Cars,"$3,740.00",S18_2325,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10204,26,$100.00,1,"$2,600.00",02-12-2003,Shipped,4,12,2003,Vintage Cars,"$2,210.00",S18_2325,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10214,27,$100.00,4,"$2,700.00",26-01-2004,Shipped,1,1,2004,Vintage Cars,"$2,295.00",S18_2325,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Martin,Medium
10227,46,$100.00,7,"$4,600.00",02-03-2004,Shipped,1,3,2004,Vintage Cars,"$3,910.00",S18_2325,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large
10243,47,$100.00,2,"$4,700.00",26-04-2004,Shipped,2,4,2004,Vintage Cars,"$3,995.00",S18_2325,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10280,37,$100.00,13,"$3,700.00",17-08-2004,Shipped,3,8,2004,Vintage Cars,"$3,145.00",S18_2325,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10288,31,$100.00,2,"$3,100.00",01-09-2004,Shipped,3,9,2004,Vintage Cars,"$2,635.00",S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10304,24,$100.00,17,"$2,400.00",11-10-2004,Shipped,4,10,2004,Vintage Cars,"$2,040.00",S18_2325,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small
10312,31,$100.00,14,"$3,100.00",21-10-2004,Shipped,4,10,2004,Vintage Cars,"$2,635.00",S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10322,50,$100.00,6,"$5,000.00",04-11-2004,Shipped,4,11,2004,Vintage Cars,"$4,250.00",S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Large
10332,35,$64.69,8,"$2,264.15",17-11-2004,Shipped,4,11,2004,Vintage Cars,"$1,924.53",S18_2325,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10344,30,$100.00,3,"$3,000.00",25-11-2004,Shipped,4,11,2004,Vintage Cars,"$2,550.00",S18_2325,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium
10356,29,$100.00,3,"$2,900.00",09-12-2004,Shipped,4,12,2004,Vintage Cars,"$2,465.00",S18_2325,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
10367,27,$100.00,5,"$2,700.00",12-01-2005,Resolved,1,1,2005,Vintage Cars,"$2,254.50",S18_2325,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10380,40,$100.00,10,"$4,000.00",16-02-2005,Shipped,1,2,2005,Vintage Cars,"$3,340.00",S18_2325,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10390,31,$98.99,16,"$3,068.69",04-03-2005,Shipped,1,3,2005,Vintage Cars,"$2,562.36",S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10409,6,$100.00,2,$600.00,23-04-2005,Shipped,2,4,2005,Vintage Cars,$501.00,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10420,45,$100.00,2,"$4,500.00",29-05-2005,In Process,2,5,2005,Vintage Cars,"$3,757.50",S18_2325,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10103,22,$54.09,2,"$1,189.98",29-01-2003,Shipped,1,1,2003,Trucks and Buses,$951.98,S18_2432,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10114,45,$68.67,6,"$3,090.15",01-04-2003,Shipped,2,4,2003,Trucks and Buses,"$2,472.12",S18_2432,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10126,43,$65.02,2,"$2,795.86",28-05-2003,Shipped,2,5,2003,Trucks and Buses,"$2,236.69",S18_2432,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Martin,Small
10140,46,$61.99,2,"$2,851.54",24-07-2003,Shipped,3,7,2003,Trucks and Buses,"$2,281.23",S18_2432,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10151,39,$69.28,9,"$2,701.92",21-09-2003,Shipped,3,9,2003,Trucks and Buses,"$2,161.54",S18_2432,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10165,31,$71.10,18,"$2,204.10",22-10-2003,Shipped,4,10,2003,Trucks and Buses,"$1,763.28",S18_2432,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10175,41,$69.28,7,"$2,840.48",06-11-2003,Shipped,4,11,2003,Trucks and Buses,"$2,272.38",S18_2432,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small
10184,44,$60.16,12,"$2,647.04",14-11-2003,Shipped,4,11,2003,Trucks and Buses,"$2,117.63",S18_2432,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small
10194,45,$70.49,2,"$3,172.05",25-11-2003,Shipped,4,11,2003,Trucks and Buses,"$2,537.64",S18_2432,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10207,37,$69.89,13,"$2,585.93",09-12-2003,Shipped,4,12,2003,Trucks and Buses,"$2,068.74",S18_2432,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small
10217,35,$61.38,2,"$2,148.30",04-02-2004,Shipped,1,2,2004,Trucks and Buses,"$1,718.64",S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10229,28,$59.55,7,"$1,667.40",11-03-2004,Shipped,1,3,2004,Trucks and Buses,"$1,333.92",S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10246,30,$61.99,11,"$1,859.70",05-05-2004,Shipped,2,5,2004,Trucks and Buses,"$1,487.76",S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10259,30,$49.22,10,"$1,476.60",15-06-2004,Shipped,2,6,2004,Trucks and Buses,"$1,181.28",S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10271,25,$69.28,11,"$1,732.00",20-07-2004,Shipped,3,7,2004,Trucks and Buses,"$1,385.60",S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10281,29,$57.73,7,"$1,674.17",19-08-2004,Shipped,3,8,2004,Trucks and Buses,"$1,339.34",S18_2432,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10291,26,$57.73,2,"$1,500.98",08-09-2004,Shipped,3,9,2004,Trucks and Buses,"$1,200.78",S18_2432,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10305,41,$53.48,11,"$2,192.68",13-10-2004,Shipped,4,10,2004,Trucks and Buses,"$1,754.14",S18_2432,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10313,34,$52.87,5,"$1,797.58",22-10-2004,Shipped,4,10,2004,Trucks and Buses,"$1,438.06",S18_2432,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small
10322,35,$61.21,11,"$2,142.35",04-11-2004,Shipped,4,11,2004,Trucks and Buses,"$1,713.88",S18_2432,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10334,34,$61.38,1,"$2,086.92",19-11-2004,On Hold,4,11,2004,Trucks and Buses,"$1,669.54",S18_2432,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small
10347,50,$100.00,8,"$5,000.00",29-11-2004,Shipped,4,11,2004,Trucks and Buses,"$4,000.00",S18_2432,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10357,41,$61.99,7,"$2,541.59",10-12-2004,Shipped,4,12,2004,Trucks and Buses,"$2,033.27",S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10370,22,$96.86,7,"$2,130.92",20-01-2005,Shipped,1,1,2005,Trucks and Buses,"$1,662.12",S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10381,35,$48.62,7,"$1,701.70",17-02-2005,Shipped,1,2,2005,Trucks and Buses,"$1,327.33",S18_2432,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10391,44,$38.50,5,"$1,694.00",09-03-2005,Shipped,1,3,2005,Trucks and Buses,"$1,321.32",S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10412,47,$61.99,11,"$2,913.53",03-05-2005,Shipped,2,5,2005,Trucks and Buses,"$2,272.55",S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10425,19,$49.22,10,$935.18,31-05-2005,In Process,2,5,2005,Trucks and Buses,$729.44,S18_2432,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10106,34,$90.39,2,"$3,073.26",17-02-2003,Shipped,1,2,2003,Planes,"$2,765.93",S18_2581,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10120,29,$71.81,8,"$2,082.49",29-04-2003,Shipped,2,4,2003,Planes,"$1,874.24",S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10133,49,$69.27,3,"$3,394.23",27-06-2003,Shipped,2,6,2003,Planes,"$3,054.81",S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10145,30,$85.32,14,"$2,559.60",25-08-2003,Shipped,3,8,2003,Planes,"$2,303.64",S18_2581,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10168,21,$70.96,9,"$1,490.16",28-10-2003,Shipped,4,10,2003,Planes,"$1,341.14",S18_2581,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10210,50,$76.88,7,"$3,844.00",12-01-2004,Shipped,1,1,2004,Planes,"$3,459.60",S18_2581,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10223,47,$100.00,9,"$4,700.00",20-02-2004,Shipped,1,2,2004,Planes,"$4,230.00",S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10235,24,$76.03,3,"$1,824.72",02-04-2004,Shipped,2,4,2004,Planes,"$1,642.25",S18_2581,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10250,27,$98.84,4,"$2,668.68",11-05-2004,Shipped,2,5,2004,Planes,"$2,401.81",S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10263,33,$86.17,10,"$2,843.61",28-06-2004,Shipped,2,6,2004,Planes,"$2,559.25",S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small
10275,35,$90.39,9,"$3,163.65",23-07-2004,Shipped,3,7,2004,Planes,"$2,847.29",S18_2581,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10284,31,$71.81,1,"$2,226.11",21-08-2004,Shipped,3,8,2004,Planes,"$2,003.50",S18_2581,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10297,25,$82.79,4,"$2,069.75",16-09-2004,Shipped,3,9,2004,Planes,"$1,862.78",S18_2581,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
10308,27,$82.79,7,"$2,235.33",15-10-2004,Shipped,4,10,2004,Planes,"$2,011.80",S18_2581,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10318,31,$100.00,9,"$3,100.00",02-11-2004,Shipped,4,11,2004,Planes,"$2,790.00",S18_2581,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10327,45,$100.00,8,"$4,500.00",10-11-2004,Resolved,4,11,2004,Planes,"$4,050.00",S18_2581,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10339,27,$100.00,2,"$2,700.00",23-11-2004,Shipped,4,11,2004,Planes,"$2,430.00",S18_2581,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10353,27,$100.00,1,"$2,700.00",04-12-2004,Shipped,4,12,2004,Planes,"$2,430.00",S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10374,42,$69.27,2,"$2,909.34",02-02-2005,Shipped,1,2,2005,Planes,"$2,589.31",S18_2581,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
10386,21,$74.77,18,"$1,570.17",01-03-2005,Resolved,1,3,2005,Planes,"$1,397.45",S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10398,34,$76.88,15,"$2,613.92",30-03-2005,Shipped,1,3,2005,Planes,"$2,326.39",S18_2581,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
10401,42,$76.03,3,"$3,193.26",03-04-2005,On Hold,2,4,2005,Planes,"$2,842.00",S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Medium
10416,15,$98.84,4,"$1,482.60",10-05-2005,Shipped,2,5,2005,Planes,"$1,319.51",S18_2581,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10107,29,$70.87,6,"$2,055.23",24-02-2003,Shipped,1,2,2003,Motorcycles,"$1,335.90",S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10120,46,$58.15,4,"$2,674.90",29-04-2003,Shipped,2,4,2003,Motorcycles,"$1,738.69",S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10134,30,$61.78,6,"$1,853.40",01-07-2003,Shipped,3,7,2003,Motorcycles,"$1,204.71",S18_2625,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
10145,30,$49.67,10,"$1,490.10",25-08-2003,Shipped,3,8,2003,Motorcycles,$968.57,S18_2625,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10159,42,$51.48,18,"$2,162.16",10-10-2003,Shipped,4,10,2003,Motorcycles,"$1,405.40",S18_2625,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10168,46,$61.18,5,"$2,814.28",28-10-2003,Shipped,4,10,2003,Motorcycles,"$1,829.28",S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10180,25,$64.20,13,"$1,605.00",11-11-2003,Shipped,4,11,2003,Motorcycles,"$1,043.25",S18_2625,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10188,32,$65.42,5,"$2,093.44",18-11-2003,Shipped,4,11,2003,Motorcycles,"$1,360.74",S18_2625,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10201,30,$64.81,6,"$1,944.30",01-12-2003,Shipped,4,12,2003,Motorcycles,"$1,263.80",S18_2625,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Small
10210,40,$49.67,3,"$1,986.80",12-01-2004,Shipped,1,1,2004,Motorcycles,"$1,291.42",S18_2625,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10223,28,$60.57,5,"$1,695.96",20-02-2004,Shipped,1,2,2004,Motorcycles,"$1,102.37",S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10236,23,$55.72,2,"$1,281.56",03-04-2004,Shipped,2,4,2004,Motorcycles,$833.01,S18_2625,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small
